[<_MainThread(MainThread, started 37472)>]
stream closed? idk girl
Listening (audio thread)...
         340212 function calls (315214 primitive calls) in 22.181 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
        1    0.000    0.000    0.000    0.000 subprocess.py:472(CompletedProcess)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 sounddevice.py:2062(default)
        1    0.000    0.000    0.000    0.000 sounddevice.py:2488(_CallbackContext)
        1    0.000    0.000    0.000    0.000 __init__.py:1117(StreamHandler)
        1    0.000    0.000    0.000    0.000 structures.py:581(_OrderedMultiDict)
        1    0.000    0.000    0.000    0.000 test.py:773(Client)
        1    0.000    0.000    0.000    0.000 provider.py:124(DefaultJSONProvider)
        1    0.000    0.000    0.000    0.000 loaders.py:152(FileSystemLoader)
       24    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.000    0.000 test.py:1361(Cookie)
        1    0.000    0.000    0.000    0.000 __init__.py:776(MetadataPathFinder)
        1    0.000    0.000    0.001    0.001 _text.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 abc.py:96(InspectLoader)
        1    0.000    0.000    0.000    0.000 runtime.py:344(BlockReference)
        2    0.000    0.000    0.000    0.000 arrayprint.py:503(decorating_function)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:670(Barrier)
        1    0.000    0.000    0.000    0.000 __init__.py:299(loads)
        1    0.000    0.000    0.001    0.001 error.py:1(<module>)
        1    0.000    0.000    0.001    0.001 encoders.py:1(<module>)
        1    0.000    0.000    0.001    0.001 osc_bundle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:64(MimeTypes)
        1    0.000    0.000    0.000    0.000 local.py:106(LocalStack)
        1    0.000    0.000    0.000    0.000 nodes.py:739(_FilterTestCommon)
        1    0.000    0.000    0.000    0.000 <frozen importlib.util>:70(find_spec)
        2    0.000    0.000    0.000    0.000 <frozen os>:723(__delitem__)
       15    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        4    0.000    0.000    0.000    0.000 typing.py:2319(_strip_annotations)
        1    0.000    0.000    0.000    0.000 _exceptions.py:116(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 threading.py:1535(enumerate)
        1    0.000    0.000    0.000    0.000 _compat.py:454(_AtomicFile)
        1    0.000    0.000    0.000    0.000 utils.py:194(KeepOpenFile)
        1    0.000    0.000    0.000    0.000 decoder.py:285(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:677(SocketIO)
        1    0.000    0.000    0.000    0.000 __init__.py:919(Handler)
        1    0.000    0.000    0.000    0.000 tag.py:249(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:172(Real)
        1    0.000    0.000    0.000    0.000 client.py:1454(HTTPSConnection)
       16    0.000    0.000    0.000    0.000 typing.py:2901(<genexpr>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:589(_register_types)
        1    0.000    0.000    0.000    0.000 _internal.py:249(_ctypes)
        1    0.000    0.000    0.000    0.000 chunk.py:55(Chunk)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:436(PercentStyle)
        1    0.000    0.000    0.000    0.000 winterm.py:30(__init__)
        1    0.000    0.000    0.000    0.000 rules.py:583(get_converter)
        1    0.000    0.000    0.000    0.000 __init__.py:659(FastPath)
       29    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 _internal.py:217(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:54(_get_platform_and_machine)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:435(__exit__)
        1    0.000    0.000    0.000    0.000 platform.py:621(_node)
        1    0.000    0.000    0.000    0.000 calendar.py:60(Month)
        1    0.000    0.000    0.000    0.000 types.py:334(DateTime)
        1    0.000    0.000    0.000    0.000 helpers.py:570(get_root_path)
        1    0.000    0.000    0.000    0.000 exceptions.py:68(BuildError)
        1    0.000    0.000    0.000    0.000 scaffold.py:240(has_static_folder)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:1032(__contains__)
        2    0.000    0.000    0.000    0.000 {built-in method _winapi.LCMapStringEx}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        5    0.000    0.000    0.000    0.000 inspect.py:2164(_signature_is_functionlike)
        1    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
        2    0.000    0.000    0.000    0.000 functools.py:654(cache)
        2    0.000    0.000    0.000    0.000 pathlib.py:519(__eq__)
        1    0.000    0.000    0.000    0.000 numbers.py:319(Integral)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(numeric_type_aliases)
        2    0.000    0.000    0.000    0.000 platform.py:455(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:6345(mvoid)
        1    0.000    0.000    0.000    0.000 dispatcher.py:26(Handler)
        1    0.000    0.000    0.000    0.000 parser.py:161(Option)
        1    0.000    0.000    0.000    0.000 __init__.py:803(PathDistribution)
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
        1    0.000    0.000    0.000    0.000 nodes.py:911(Compare)
        1    0.000    0.000    0.000    0.000 extension.py:159(__init__)
        8    0.000    0.000    0.000    0.000 <frozen abc>:146(update_abstractmethods)
        8    0.000    0.000    0.000    0.000 functools.py:848(_is_valid_dispatch_type)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 parse.py:190(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 types.py:953(Tuple)
       11    0.000    0.000    0.000    0.000 utils.py:81(from_obj)
       20    0.000    0.000    0.000    0.000 typing.py:2820(<genexpr>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:563(_BaseAddress)
        1    0.000    0.000    0.000    0.000 numerictypes.py:357(issubdtype)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 types.py:227(Choice)
        1    0.000    0.000    0.000    0.000 bccache.py:103(BytecodeCache)
       18    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        4    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        7    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       15    0.000    0.000    0.000    0.000 inspect.py:302(isclass)
       37    0.000    0.000    0.000    0.000 inspect.py:2808(kind)
       23    0.000    0.000    0.000    0.000 overrides.py:173(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 request.py:2160(FancyURLopener)
        1    0.000    0.000    0.000    0.000 ssl.py:415(Purpose)
        1    0.000    0.000    0.000    0.000 structures.py:57(TypeConversionDict)
        1    0.000    0.000    0.000    0.000 traceback.py:679(TracebackException)
        1    0.000    0.000    0.000    0.000 traceback.py:248(FrameSummary)
        1    0.000    0.000    0.000    0.000 range.py:143(ContentRange)
        1    0.000    0.000    0.000    0.000 utils.py:495(PacifyFlushWrapper)
       11    0.000    0.000    0.000    0.000 decorators.py:343(option)
        1    0.000    0.000    0.000    0.000 _common.py:21(package_to_anchor)
        1    0.000    0.000    0.000    0.000 app.py:425(name)
        1    0.000    0.000    0.000    0.000 utils.py:428(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 ipaddress.py:1420(IPv4Interface)
        2    0.000    0.000    0.000    0.000 sounddevice.py:2809(_get_device_id)
        1    0.000    0.000    0.000    0.000 extras.py:1607(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 socketserver.py:392(TCPServer)
        1    0.000    0.000    0.000    0.000 core.py:1962(CommandCollection)
        1    0.000    0.000    0.000    0.000 user_agent.py:4(UserAgent)
        1    0.000    0.000    0.000    0.000 _meta.py:47(SimplePath)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:1022(__iter__)
        4    0.000    0.000    0.000    0.000 enum.py:810(__iter__)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.000    0.000 charset.py:162(Charset)
        1    0.000    0.000    0.000    0.000 ssl.py:185(_TLSAlertType)
        1    0.000    0.000    0.000    0.000 decorators.py:525(HelpOption)
        1    0.000    0.000    0.000    0.000 utils.py:434(_postinit)
       15    0.000    0.000    0.000    0.000 app.py:413(_check_setup_finished)
        8    0.000    0.000    0.000    0.000 utils.py:46(pass_eval_context)
        1    0.000    0.000    0.000    0.000 compiler.py:1365(_FinalizeInfo)
        2    0.000    0.000    0.000    0.000 pathlib.py:380(with_segments)
        8    0.000    0.000    0.000    0.000 platform.py:333(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:1452(_fixupChildren)
        1    0.000    0.000    0.000    0.000 feedparser.py:134(FeedParser)
        1    0.000    0.000    0.000    0.000 udp_client.py:19(UDPClient)
        1    0.000    0.000    0.000    0.000 google.py:36(RequestBuilder)
        3    0.000    0.000    0.000    0.000 _compat.py:578(_make_cached_stream_func)
        1    0.000    0.000    0.000    0.000 matcher.py:34(__init__)
        1    0.000    0.000    0.000    0.000 sessions.py:298(SecureCookieSessionInterface)
        1    0.000    0.000    0.000    0.000 sessions.py:114(SessionInterface)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 threading.py:1222(is_alive)
        1    0.000    0.000    0.000    0.000 core.py:1315(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:181(_ndptr)
        1    0.000    0.000    0.000    0.000 exceptions.py:67(HTTPException)
        1    0.000    0.000    0.000    0.000 types.py:165(FuncParamType)
        1    0.000    0.000    0.000    0.000 exceptions.py:189(BadRequestKeyError)
        1    0.000    0.000    0.000    0.000 __init__.py:260(EscapeFormatter)
        1    0.000    0.000    0.000    0.000 rules.py:112(parse_converter_args)
       11    0.000    0.000    0.000    0.000 utils.py:43(<genexpr>)
        1    0.000    0.000    0.000    0.000 wsgi.py:425(LimitedStream)
        1    0.000    0.000    0.000    0.000 exceptions.py:18(TemplateNotFound)
        3    0.000    0.000    0.000    0.000 scaffold.py:223(static_folder)
       17    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
        9    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 cp1252.py:22(decode)
        1    0.000    0.000    0.000    0.000 _globals.py:65(_CopyMode)
       10    0.000    0.000    0.000    0.000 typing.py:2880(_namedtuple_mro_entries)
        1    0.000    0.000    0.000    0.000 records.py:223(record)
        3    0.000    0.000    0.000    0.000 index_tricks.py:320(__init__)
        1    0.000    0.000    0.000    0.000 arrayterator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        1    0.000    0.000    0.000    0.000 calendar.py:194(Calendar)
        1    0.000    0.000    0.000    0.000 __init__.py:1517(debug)
        8    0.000    0.000    0.000    0.000 __init__.py:811(__init__)
        1    0.000    0.000    0.000    0.000 auth.py:17(Authorization)
       11    0.000    0.000    0.000    0.000 utils.py:42(<genexpr>)
        5    0.000    0.000    0.000    0.000 core.py:870(__init__)
        3    0.000    0.000    0.000    0.000 core.py:1844(add_command)
        1    0.000    0.000    0.000    0.000 __init__.py:273(EntryPoints)
        1    0.000    0.000    0.000    0.000 csv.py:137(DictWriter)
        1    0.000    0.000    0.000    0.000 nodes.py:577(Const)
       11    0.000    0.000    0.000    0.000 async_utils.py:12(async_variant)
        1    0.000    0.000    0.001    0.001 _identifier.py:1(<module>)
        3    0.000    0.000    0.000    0.000 <frozen ntpath>:581(abspath)
        3    0.000    0.000    0.000    0.000 <frozen ntpath>:275(dirname)
        5    0.000    0.000    0.000    0.000 <frozen ntpath>:35(_get_bothseps)
        6    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_encode}
        2    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:277(__getitem__)
       17    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:595(__init__)
        1    0.000    0.000    0.000    0.000 etag.py:6(ETags)
        1    0.000    0.000    0.000    0.000 server.py:646(SimpleHTTPRequestHandler)
        1    0.000    0.000    0.000    0.000 _text.py:7(FoldedCase)
        1    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
        3    0.000    0.000    0.000    0.000 typing.py:376(_tp_cache)
        1    0.000    0.000    0.000    0.000 contextvars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:889(getrandbits)
        1    0.000    0.000    0.000    0.000 request.py:935(AbstractBasicAuthHandler)
        6    0.000    0.000    0.000    0.000 mixins.py:231(_always_update)
        1    0.000    0.000    0.000    0.000 _adapters.py:46(SpecPath)
        1    0.000    0.000    0.000    0.000 timed.py:22(TimestampSigner)
        8    0.000    0.000    0.000    0.000 core.py:329(<genexpr>)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        1    0.000    0.000    0.000    0.000 platform.py:796(_Processor)
        1    0.000    0.000    0.000    0.000 _iotools.py:229(NameValidator)
        1    0.000    0.000    0.000    0.000 calendar.py:115(_localized_day)
        1    0.000    0.000    0.000    0.000 calendar.py:77(Day)
        1    0.000    0.000    0.000    0.000 whisper_api.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1202(FileHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:503(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 cache_control.py:157(RequestCacheControl)
        1    0.000    0.000    0.000    0.000 __init__.py:611(DistributionFinder)
        1    0.000    0.000    0.000    0.000 __init__.py:360(ZipInfo)
        1    0.000    0.000    0.000    0.000 nodes.py:817(Call)
        1    0.000    0.000    0.000    0.000 bccache.py:188(FileSystemBytecodeCache)
        1    0.000    0.000    0.000    0.000 lexer.py:465(_Rule)
        1    0.000    0.000    0.000    0.000 sessions.py:24(SessionMixin)
        1    0.000    0.000    0.000    0.000 core.py:95(get_regexp_pattern)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1014(is_package)
       17    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
       10    0.000    0.000    0.000    0.000 typing.py:1581(<genexpr>)
        1    0.000    0.000    0.000    0.000 _dtype.py:330(_name_includes_bit_suffix)
        1    0.000    0.000    0.000    0.000 function_base.py:2117(vectorize)
        1    0.000    0.000    0.000    0.000 random.py:222(__init_subclass__)
        1    0.000    0.000    0.000    0.000 chunk.py:1(<module>)
        1    0.000    0.000    0.000    0.000 header.py:536(_Accumulator)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 app.py:498(make_aborter)
        1    0.000    0.000    0.000    0.000 environment.py:1520(TemplateModule)
        1    0.000    0.000    0.000    0.000 scaffold.py:233(static_folder)
        6    0.000    0.000    0.000    0.000 scaffold.py:335(route)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1343(_find_parent_path_names)
        1    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        7    0.000    0.000    0.000    0.000 __init__.py:443(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:407(_eval_type)
        3    0.000    0.000    0.000    0.000 pathlib.py:429(_format_parsed_parts)
        7    0.000    0.000    0.000    0.000 getlimits.py:157(_register_type)
        1    0.000    0.000    0.000    0.000 _datasource.py:196(DataSource)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:65(_DTypeDictBase)
        1    0.000    0.000    0.000    0.000 threading.py:277(__init__)
        2    0.000    0.000    0.000    0.000 core.py:6643(__setattr__)
        1    0.000    0.000    0.000    0.000 threading.py:616(set)
        1    0.000    0.000    0.001    0.001 __init__.py:469(StrFormatStyle)
        5    0.000    0.000    0.000    0.000 sounddevice.py:2042(__init__)
        1    0.000    0.000    0.000    0.000 exceptions.py:55(UsageError)
        1    0.000    0.000    0.000    0.000 difflib.py:724(Differ)
        1    0.000    0.000    0.000    0.000 _adapters.py:40(CompatibilityFiles)
        1    0.000    0.000    0.000    0.000 cli.py:531(FlaskGroup)
        1    0.000    0.000    0.000    0.000 helpers.py:27(get_debug_flag)
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:257(splitext)
        3    0.000    0.000    0.000    0.000 {built-in method nt._path_normpath}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
       28    0.000    0.000    0.000    0.000 inspect.py:2796(name)
        5    0.000    0.000    0.000    0.000 _ufunc_config.py:426(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:322(CDLL)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 string.py:188(Formatter)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:431(_SpecialGenericAlias)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2734(deprecated)
        1    0.000    0.000    0.000    0.000 sounddevice.py:1104(__enter__)
        1    0.000    0.000    0.000    0.000 http.py:124(COEP)
        1    0.000    0.000    0.000    0.000 exceptions.py:205(NoSuchOption)
        1    0.000    0.000    0.000    0.000 matcher.py:20(State)
        1    0.000    0.000    0.000    0.000 config.py:50(Config)
        2    0.000    0.000    0.000    0.000 typing.py:1799(_caller)
        1    0.000    0.000    0.000    0.000 subprocess.py:124(CalledProcessError)
        1    0.000    0.000    0.000    0.000 feedparser.py:44(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 response.py:789(ResponseStream)
        1    0.000    0.000    0.000    0.000 provider.py:38(__init__)
        2    0.000    0.000    0.000    0.000 cli.py:380(with_appcontext)
        1    0.000    0.000    0.000    0.000 abc.py:153(TraversableResources)
        1    0.000    0.000    0.000    0.000 config.py:20(ConfigAttribute)
        1    0.000    0.000    0.000    0.000 __init__.py:1187(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 compiler.py:165(Frame)
        1    0.000    0.000    0.000    0.000 signer.py:76(Signer)
       10    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        5    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
       12    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_384}
        1    0.000    0.000    0.000    0.000 core.py:3127(view)
        1    0.000    0.000    0.000    0.000 parse.py:361(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 __config__.py:14(DisplayModes)
       16    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:79(<genexpr>)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:18(_NestedSequence)
        1    0.000    0.000    0.000    0.000 arrayterator.py:16(Arrayterator)
        1    0.000    0.000    0.000    0.000 wave.py:414(Wave_write)
        1    0.000    0.000    0.000    0.000 encoder.py:74(JSONEncoder)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 __init__.py:1126(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1510(setLevel)
        1    0.000    0.000    0.000    0.000 exceptions.py:136(MissingParameter)
        1    0.000    0.000    0.000    0.000 local.py:35(Local)
        3    0.000    0.000    0.000    0.000 response.py:40(_set_property)
        1    0.000    0.000    0.000    0.000 __init__.py:842(ZipExtFile)
        1    0.000    0.000    0.000    0.000 difflib.py:1666(HtmlDiff)
       14    0.000    0.000    0.000    0.000 rules.py:555(get_rules)
        1    0.000    0.000    0.000    0.000 _collections.py:27(Pair)
        1    0.000    0.000    0.000    0.000 signer.py:48(HMACAlgorithm)
        3    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
        1    0.000    0.000    0.000    0.000 warnings.py:484(__enter__)
        3    0.000    0.000    0.000    0.000 _parser.py:295(seek)
        9    0.000    0.000    0.000    0.000 _pytesttester.py:76(__init__)
        2    0.000    0.000    0.000    0.000 core.py:6744(__init__)
        4    0.000    0.000    0.000    0.000 sounddevice.py:2776(_check)
        1    0.000    0.000    0.000    0.000 request.py:422(OpenerDirector)
        1    0.000    0.000    0.000    0.000 request.py:1076(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:211(AddrlistClass)
        1    0.000    0.000    0.000    0.000 header.py:175(Header)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2047(_SpecialForm)
        1    0.000    0.000    0.000    0.000 __init__.py:1353(Manager)
        1    0.000    0.000    0.000    0.000 serving.py:700(BaseWSGIServer)
        4    0.000    0.000    0.000    0.000 sounddevice.py:2799(_select_input_or_output)
        1    0.000    0.000    0.000    0.000 initialise.py:9(_wipe_internal_state_for_tests)
        1    0.000    0.000    0.000    0.000 parser.py:215(Argument)
        1    0.000    0.000    0.000    0.000 exceptions.py:94(BadParameter)
        1    0.000    0.000    0.000    0.000 provider.py:19(JSONProvider)
        1    0.000    0.000    0.000    0.000 _winconsole.py:149(_WindowsConsoleWriter)
        1    0.000    0.000    0.000    0.000 nodes.py:623(Tuple)
        6    0.000    0.000    0.000    0.000 utils.py:29(pass_context)
        6    0.000    0.000    0.000    0.000 scaffold.py:701(_endpoint_from_view_func)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
       11    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        3    0.000    0.000    0.000    0.000 dataclasses.py:349(__set_name__)
        1    0.000    0.000    0.000    0.000 weakref.py:289(update)
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 pathlib.py:741(parents)
        1    0.000    0.000    0.000    0.000 npyio.py:106(NpzFile)
        1    0.000    0.000    0.000    0.000 random.py:876(SystemRandom)
        1    0.000    0.000    0.000    0.000 core.py:2589(MaskedIterator)
        1    0.000    0.000    0.000    0.000 _policybase.py:279(Compat32)
        1    0.000    0.000    0.000    0.000 ssl.py:394(_ASN1Object)
        1    0.000    0.000    0.000    0.000 scaffold.py:248(static_url_path)
        1    0.000    0.000    0.000    0.000 _internal.py:123(_DictAccessorProperty)
        1    0.000    0.000    0.000    0.000 accept.py:280(LanguageAccept)
        1    0.000    0.000    0.000    0.000 multipart.py:77(MultipartDecoder)
        1    0.000    0.000    0.000    0.000 types.py:405(_NumberParamTypeBase)
        1    0.000    0.000    0.000    0.000 __init__.py:742(Prepared)
        1    0.000    0.000    0.000    0.000 wrappers.py:222(Response)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:511(_is_param_expr)
        1    0.000    0.000    0.000    0.000 <frozen os>:1116(__subclasshook__)
        9    0.000    0.000    0.000    0.000 enum.py:1405(<lambda>)
        8    0.000    0.000    0.000    0.000 dataclasses.py:372(__init__)
        3    0.000    0.000    0.000    0.000 pathlib.py:343(__new__)
        1    0.000    0.000    0.000    0.000 _machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 threading.py:588(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:546(Formatter)
        1    0.000    0.000    0.000    0.000 udp_client.py:113(DispatchClient)
        1    0.000    0.000    0.000    0.000 socketserver.py:155(BaseServer)
        1    0.000    0.000    0.000    0.000 accept.py:208(MIMEAccept)
        1    0.000    0.000    0.000    0.000 test.py:1298(TestResponse)
        1    0.000    0.000    0.000    0.000 _compat.py:52(_NonClosingTextIOWrapper)
        1    0.000    0.000    0.000    0.000 core.py:63(parse_resources)
        1    0.000    0.000    0.000    0.000 rules.py:138(RuleFactory)
        1    0.000    0.000    0.000    0.000 _itertools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 templating.py:52(DispatchingJinjaLoader)
        1    0.000    0.000    0.000    0.000 visitor.py:50(NodeTransformer)
        1    0.000    0.000    0.000    0.000 config.py:94(__init__)
        1    0.000    0.000    0.000    0.000 _adapters.py:112(OrphanPath)
        1    0.000    0.000    0.000    0.000 nodes.py:71(EvalContext)
        1    0.000    0.000    0.000    0.000 nodes.py:425(FromImport)
        1    0.000    0.000    0.000    0.000 utils.py:666(Cycler)
        1    0.000    0.000    0.000    0.000 url_safe.py:15(URLSafeSerializerMixin)
        4    0.000    0.000    0.000    0.000 core.py:340(ensure_iterable)
        1    0.000    0.000    0.000    0.000 <frozen genericpath>:133(_splitext)
       12    0.000    0.000    0.000    0.000 <frozen _collections_abc>:341(__subclasshook__)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        2    0.000    0.000    0.000    0.000 {built-in method nt.close}
        5    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        8    0.000    0.000    0.000    0.000 {method 'removeprefix' of 'str' objects}
       14    0.000    0.000    0.000    0.000 enum.py:183(__init__)
        1    0.000    0.000    0.000    0.000 ast.py:1804(__getattr__)
        1    0.000    0.000    0.000    0.000 core.py:1283(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 _nbit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:133(LineSplitter)
        1    0.000    0.000    0.000    0.000 threading.py:424(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:857(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 core.py:977(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:6844(_frommethod)
        1    0.000    0.000    0.000    0.000 header.py:408(_ValueFormatter)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:856(inner)
        1    0.000    0.000    0.000    0.000 sounddevice.py:2037(_InputOutputPair)
        1    0.000    0.000    0.000    0.000 http.py:131(COOP)
        1    0.000    0.000    0.000    0.000 lexer.py:269(Token)
        1    0.000    0.000    0.000    0.000 exc.py:22(BadSignature)
        5    0.000    0.000    0.000    0.000 inspect.py:310(ismethoddescriptor)
        8    0.000    0.000    0.000    0.000 dataclasses.py:433(<genexpr>)
        1    0.000    0.000    0.000    0.000 pathlib.py:268(__init__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:441(_setdef)
        1    0.000    0.000    0.000    0.000 index_tricks.py:255(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:530(__init__)
        1    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:579(__new__)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 ssl.py:159(TLSVersion)
        1    0.000    0.000    0.000    0.000 request.py:2420(ftpwrapper)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
